DokumentUrl*;Verknüpfungsart*;Abonnements;Dokumentbeschreibung;Sprache*;Dokumenttyp*;Dokumentnummer;Ausgabedatum;AcCode*;ID;Löschen
Document Url*;Url Type*;Subscriptions;Document Description;Language*;Document Type*;Document identifier;Publication date;AcCode*;ID;Delete
URL du document*;Type de lien*;Abonnements;Descriptif des documents;Langue*;Type de document*;Indice du document;Date de publication;AcCode*;ID;Supprimer
http://jhci/livelink/llisapi.dll/55342091/DIN_9825-3_F%C3%BChrungss%C3%A4ulen_f%C3%BCr_S%C3%A4ulengestelle_Form_K_02_1993.pdf?func=doc.Fetch&nodeId=55342091&vernum=1;Url;;DIN 9825-3 (1993-02-00);de;trule;DIN 9825-3;1993-02-00;DE18937004;45c03fe4-c29a-4a2e-8a8c-70aaf31cc0bf;
http://jhci/livelink/llisapi.dll/50282933/DIN_EN_ISO_27830_Metallische_und_andere_anorganische_%C3%9Cberz%C3%BCge_-_Leitfaden_zur_Spezifikation_von_metallischen_und_anorganischen_%C3%9Cberz%C3%BCgen_11_2013.pdf?func=doc.Fetch&nodeId=50282933&vernum=2;Url;;DIN EN ISO 27830 (2018-03-00);de;trule;DIN EN ISO 27830;2018-03-00;DE30073721;9d943aec-bafc-4123-9941-37cbeb95c4bf;
http://jhci/livelink/llisapi.dll/451539/DIN_EN_485-2_Aluminium_und_Aluminiumlegierungen_-_B%C3%A4nder%2C_Bleche_und_Platten_-_Teil_2_Mechanische_Eigenschaften.pdf?func=doc.Fetch&nodeId=451539&vernum=5;Url;;DIN EN 485-2 (2018-12-00);de;trule;DIN EN 485-2;2018-12-00;DE30079173;5d132c80-206f-409a-b330-6094c05e60b4;
http://jhci/livelink/llisapi.dll/60840798/DIN_EN_ISO_8734_Warnvermerk_1_06_2018.pdf?func=doc.Fetch&nodeId=60840798&vernum=1;Url;;DIN EN ISO 8734 (1998-03-00);de;trule;DIN EN ISO 8734;1998-03-00;DE19014022;f7fae374-9080-481f-ae57-73ce7d81a6a8;
http://jhci/livelink/llisapi.dll/58078217/VDE_0472-808__DIN_57472-808_Pr%C3%BCfung_an_Kabeln_und_isolierten_Leitungen_Verzinnbarkeit%2C_L%C3%B6tbarkeit_und_L%C3%B6tschrumpfung_02_1984.pdf?func=doc.Fetch&nodeId=58078217&vernum=1;Url;;DIN 57472-808 * DIN VDE 0472-808 * VDE 0472-808 (1984-02-00);de;trule;DIN 57472-808 * DIN VDE 0472-808 * VDE 0472-808;1984-02-00;DE18305971;5f4d33c8-d595-452e-b3a6-5c195be961ac;
http://jhci/livelink/llisapi.dll/57724297/VDE_0413-3__DIN_EN_61557-3_Elektrische_Sicherheit_in_Niederspannungsnetzen_bis_AC_1_000_V_und_DC_1_500_V_%E2%80%93_Ger%C3%A4te_zum_Pr%C3%BCfen%2C_Messen_oder_%C3%9Cberwachen_von_Schutzma%C3%9Fnahmen_02_2008.pdf?func=doc.Fetch&nodeId=57724297&vernum=1;Url;;DIN EN 61557-3 * VDE 0413-3 (2008-02-00);de;trule;DIN EN 61557-3 * VDE 0413-3;2008-02-00;DE30027711;3c12ddf4-d89c-470a-9722-9f2e0e9437e0;
http://jhci/livelink/llisapi.dll/56196329/DIN_7527-1_engl._Schmiedest%C3%BCcke_aus_Stahl__Bearbeitungszugaben_und_zul%C3%A4ssige_Abweichungen_f%C3%BCr_freiformgeschmiedete_Scheiben_10_1971_Englisch.pdf?func=doc.Fetch&nodeId=56196329&vernum=1;Url;;DIN 7527-1 (1971-10-00);en;trule;DIN 7527-1;1971-10-00;DE00002285;10b0ec07-02db-4bf1-ad6c-03cf2f0d4d79;
http://jhci/livelink/llisapi.dll/626839/DIN_EN_754-1_-_Aluminium_und_Aluminiumlegierungen_-_Gezogene_Stangen_und_Rohre_-_Teil_1_Technische_Lieferbedingungen.pdf?func=doc.Fetch&nodeId=626839&vernum=3;Url;;DIN EN 754-1 (2016-10-00);de;trule;DIN EN 754-1;2016-10-00;DE30066436;ec04ecaf-0ea2-47aa-a095-0b05c2f7a741;
http://jhci/livelink/llisapi.dll/56596490/DIN_3120_Verbindungsvierkante_f%C3%BCr_handbet%C3%A4tigte_Schraubwerkzeuge_12_1993.pdf?func=doc.Fetch&nodeId=56596490&vernum=1;Url;;DIN 3120 (1993-12-00);de;trule;DIN 3120;1993-12-00;DE18946510;8ddb09c2-fe68-442e-b943-9d0d4f5f567a;
http://jhci/livelink/llisapi.dll/55341786/DAkkS-DKD-3-E1_Angabe_der_Messunsicherheit_bei_Kalibrierungen%C2%A0-_Erg%C3%A4nzung%C2%A01_Beispiele_06_2010.pdf?func=doc.Fetch&nodeId=55341786&vernum=1;Url;;DAkkS-DKD-3-E1 * DAkkS-DKD-3-E1 (2010-06-14);de;trule;DAkkS-DKD-3-E1 * DAkkS-DKD-3-E1;2010-06-14;DE88399609;9d31f484-d1f2-439b-addb-bc1eeac8f7bb;
http://jhci/livelink/llisapi.dll/45650262/IEC_62443-3-1__Industrial_communication_networks_-_Network_and_system_security_-_Security_technologies_for_industrial_automation_and_control_systems_ENG.pdf?func=doc.Fetch&nodeId=45650262&vernum=1;Url;;IEC/TR 62443-3-1 * CEI/TR 62443-3-1 (2009-07-00);en;trule;IEC/TR 62443-3-1 * CEI/TR 62443-3-1;2009-07-00;IX70005682;aecf0377-89b8-4add-8666-20172e4d1335;
http://jhci/livelink/llisapi.dll/62204004/IEC_60811-404_Electric_and_optical_fibre_cables_-_Test_methods_for_non-metallic_materials_-_Part_404_Miscellaneous_tests_-_Mineral_oil_immersion_tests_for_sheaths.pdf?func=doc.Fetch&nodeId=62204004&vernum=1;Url;;IEC 60811-404 * CEI 60811-404 (2012-03-00);xx;trule;IEC 60811-404 * CEI 60811-404;2012-03-00;IX45623543;a4a5f720-b418-4164-b589-93c1f2c1416c;
http://jhci/livelink/llisapi.dll/55336313/DIN_EN_ISO_10360-10_Geometrische_Produktspezifikation%C2%A0-Annahmepr%C3%BCfung_und_Best%C3%A4tigungspr%C3%BCfung_f%C3%BCr_Koordinatenmessger%C3%A4te-Teil%C2%A010_Lasertracker_03_2017.pdf?func=doc.Fetch&nodeId=55336313&vernum=1;Url;;DIN EN ISO 10360-10 (2017-03-00);de;trule;DIN EN ISO 10360-10;2017-03-00;DE30064283;de65bbfd-ba34-47da-bc6a-1a5f6747b8ca;
http://jhci/livelink/llisapi.dll/246212/DIN_7163_Arbeitsrachenlehren_und_Pr%C3%BCflehren_f%C3%BCr_ISO-Pa%C3%9Fma%C3%9Fe_von_1_bis_500_mm_Nennma%C3%9F.pdf?func=doc.Fetch&nodeId=246212&vernum=2;Url;;DIN 7163 (2017-03-00);de;trule;DIN 7163;2017-03-00;DE30070670;407a6906-67ee-4a95-ab61-5d9c9c71e3e4;
http://jhci/livelink/llisapi.dll/1377695/DIN_ISO_9022-6_Optik_und_optische_Instrumente_-_Umweltpr%C3%BCfverfahren_-_Staub.pdf?func=doc.Fetch&nodeId=1377695&vernum=2;Url;;DIN ISO 9022-6 (2015-08-00);de;trule;DIN ISO 9022-6;2015-08-00;DE30062683;c19028ca-65c4-4526-9a42-fb41fe832413;
http://jhci/livelink/llisapi.dll/55342975/DIN_9825-4_Werkzeuge_der_Stanztechnik_-_F%C3%BChrungss%C3%A4ulen_f%C3%BCr_S%C3%A4ulengestelle_-_Teil_4_Form_L_und_Form_LA_01_2013.pdf?func=doc.Fetch&nodeId=55342975&vernum=1;Url;;DIN 9825-4 (2013-01-00);de;trule;DIN 9825-4;2013-01-00;DE30051422;028ba84a-69b3-4e21-99fb-aac68cb4aaf3;
http://jhci/livelink/llisapi.dll/56587656/DIN_508_Muttern_f%C3%BCr_T-Nuten_06_2002.pdf?func=doc.Fetch&nodeId=56587656&vernum=1;Url;;DIN 508 (2002-06-00);de;trule;DIN 508;2002-06-00;DE45508384;f367c3c1-5c08-4d67-840a-bd09ff1d992f;
http://jhci/livelink/llisapi.dll/57721915/DIN_EN_ISO_16048_Passivierung_von_Verbindungselementen_aus_nichtrostenden_St%C3%A4hlen_06_2003.pdf?func=doc.Fetch&nodeId=57721915&vernum=1;Url;;DIN EN ISO 16048 (2003-06-00);de;trule;DIN EN ISO 16048;2003-06-00;DE30004178;abb6ab78-d180-4954-933b-d454ed3b4581;
http://jhci/livelink/llisapi.dll/63117040/DIN_EN_60079-14__VDE_0165-1_Elektrische_Betriebsmittel_f%C3%BCr_gasexplosionsgef%C3%A4hrdete_Bereiche_Teil_14_Elektrische_Anlagen_in_explosionsgef%C3%A4hrdeten_Bereichen_ALTE_VERSIONEN.pdf?func=doc.Fetch&nodeId=63117040&vernum=2;Url;;DIN EN 60079-14 * VDE 0165-1 (2004-07-00);de;trule;DIN EN 60079-14 * VDE 0165-1;2004-07-00;DE30011172;790c8cf8-53cc-4288-b1fa-edceee329a5b;
http://jhci/livelink/llisapi.dll/31486485/DIN_EN_378-1_K%C3%A4lteanlagen_und_W%C3%A4rmepumpen%C2%A0-_Sicherheitstechnische_und_umweltrelevante_Anforderungen%C2%A0-_Teil%C2%A01_Grundlegende_Anforderungen%2C_Begriffe%2C_Klassifikationen_und_Auswahlkriterien.pdf?func=doc.Fetch&nodeId=31486485&vernum=7;Url;;DIN EN 378-1 (2018-04-00);de;trule;DIN EN 378-1;2018-04-00;DE30076218;7717a29c-e083-433c-bbf6-b7d28286d8cf;
http://jhci/livelink/llisapi.dll/36528373/DIN_EN_755-2_Aluminium_und_Aluminiumlegierungen_-_Stranggepresste_Stangen%2C_Rohre_und_Profile_-_Teil_2_Mechanische_Eigenschaften.pdf?func=doc.Fetch&nodeId=36528373&vernum=4;Url;;DIN EN 755-2 (2016-10-00);de;trule;DIN EN 755-2;2016-10-00;DE30066472;ece15426-9c81-4f18-80d7-e78dd4915350;
http://jhci/livelink/llisapi.dll/61371276/VDE_0565-1-1_Ber_1__DIN_EN_60384-14_Ber._1_Festkondensatoren_zur_Verwendung_in_Ger%C3%A4ten_der_Elektronik_-_Teil_14_Rahmenspezifikation_11_2016.pdf?func=doc.Fetch&nodeId=61371276&vernum=1;Url;;DIN EN 60384-14 Berichtigung 1 * VDE 0565-1-1 Berichtigung 1 (2016-11-00);de;trule;DIN EN 60384-14 Berichtigung 1 * VDE 0565-1-1 Berichtigung 1;2016-11-00;DE30069591;c8cd06f5-7512-48b0-bb74-7d5f25efef58;
http://jhci/livelink/llisapi.dll/58078869/VDE_0839-6-1__DIN_EN_61000-6-1_Elektromagnetische_Vertr%C3%A4glichkeit-Teil_6-1_Fachgrundnormen-St%C3%B6rfestigkeit_f%C3%BCr_Wohnbereich%2C_Gesch%C3%A4fts-_und_Gewerbebereiche_sowie_Kleinbetriebe_DRAFT_05_2016.pdf?func=doc.Fetch&nodeId=58078869&vernum=1;Url;;DIN EN 61000-6-1 * VDE 0839-6-1 (2016-05-00);de;trule;DIN EN 61000-6-1 * VDE 0839-6-1;2016-05-00;DE30066814;8c7b2129-78de-4239-b794-d9fb70ebfd63;
http://jhci/livelink/llisapi.dll/55483028/VDE_0802-4-1__DIN_EN_62443-4-1_DRAFT_IT-Sicherheit_f%C3%BCr_industrielle_Automatisierungssysteme_Teil_4-1_Anforderungen_an_den_Lebenszyklus_f%C3%BCr_eine_sichere_Produktentwicklung_DRAFT_11_2016.pdf?func=doc.Fetch&nodeId=55483028&vernum=1;Url;;DIN EN 62443-4-1 * VDE 0802-4-1 (2016-11-00);xx;trule;DIN EN 62443-4-1 * VDE 0802-4-1;2016-11-00;DE30069725;d72ea3a7-8917-4624-bd09-1955a35ca1e9;
http://jhci/livelink/llisapi.dll/451539/DIN_EN_485-2_Aluminium_und_Aluminiumlegierungen_-_B%C3%A4nder%2C_Bleche_und_Platten_-_Teil_2_Mechanische_Eigenschaften.pdf?func=doc.Fetch&nodeId=451539&vernum=4;Url;;DIN EN 485-2 (2016-10-00);de;trule;DIN EN 485-2;2016-10-00;DE30068520;81e54606-02e0-478f-b4ea-e60085092432;
http://jhci/livelink/llisapi.dll/58702231/DIN_EN_13053_L%C3%BCftung_von_Geb%C3%A4uden_-_Zentrale_raumlufttechnische_Ger%C3%A4te_-_Leistungskenndaten_f%C3%BCr_Ger%C3%A4te%2C_Komponenten_und_Baueinheiten_02_2012.pdf?func=doc.Fetch&nodeId=58702231&vernum=1;Url;;DIN EN 13053 (2012-02-00);de;trule;DIN EN 13053;2012-02-00;DE30045467;54265052-7fff-49c8-a16d-351ed3773b13;
http://jhci.global.jhcn.net/livelink/llisapi.dll/401920/DIN_ISO_3302-1_Gummi_-_Toleranzen_f%C3%BCr_Fertigteile.pdf?func=doc.Fetch&nodeId=401920&vernum=2;Url;;DIN ISO 3302-1 (2018-06-00);de;trule;DIN ISO 3302-1;2018-06-00;DE30076597;75b92ca1-70a5-4fc6-82dc-8cc9c07acb76;
http://jhci/livelink/llisapi.dll/573118/DIN_50125_Pr%C3%BCfung_metallischer_Werkstoffe_-_Zugproben.pdf?func=doc.Fetch&nodeId=573118&vernum=3;Url;;DIN 50125 (2016-12-00);de;trule;DIN 50125;2016-12-00;DE30069480;ffebdeb2-d420-4e3f-b741-4b6062f98b98;
http://jhci/livelink/llisapi.dll/52097307/DIN_EN_ISO_14253-2_-_Geometrische_Produktspezifikationen_-_Pr%C3%BCfung_von_Werkst%C3%BCcken_und_Messger%C3%A4ten_durch_Messen-Teil_2_Anleitung_zur_Sch%C3%A4tzung_der_Unsicherheit_bei_GPS-Messungen.pdf?func=doc.Fetch&nodeId=52097307&vernum=2;Url;;DIN EN ISO 14253-2 (2018-09-00);de;trule;DIN EN ISO 14253-2;2018-09-00;DE30076169;63429812-235d-4c99-943a-424e174a8c40;
http://jhci/livelink/llisapi.dll/55774939/DIN_EN_10049_Messung_des_arithmetischen_Mittenrauwertes_Ra_und_der_Spitzenzahl_RPc_an_metallischen_Flacherzeugnissen_03_2014.pdf?func=doc.Fetch&nodeId=55774939&vernum=1;Url;;DIN EN 10049 (2014-03-00);de;trule;DIN EN 10049;2014-03-00;DE30056100;27f038bd-2b51-408a-8ea8-82ba39988b9f;
http://jhci.global.jhcn.net/livelink/llisapi.dll/60733644/IEC_62683-1_Low-voltage_switchgear_and_controlgear_-_Product_data_and_properties_for_information_exchange_-_Part_1_Catalogue_data.pdf?func=doc.Fetch&nodeId=60733644&vernum=1;Url;;IEC 62683-1 * CEI 62683-1 (2017-07-00);xx;trule;IEC 62683-1 * CEI 62683-1;2017-07-00;IX88551371;4cc5f1b4-ad70-426d-b2fc-bb49b8b16a3c;
http://jhci/livelink/llisapi.dll/55482142/VDE_0802-4-2__DIN_EN_62443-4-2_DRAFT_Industrielle_Kommunikationsnetze_%E2%80%93_IT-Sicherheit_f%C3%BCr_industrielle_Automatisierungssysteme_Teil_4-2_Anforderungen_an_Komponenten_DRAFT_10_2017.pdf?func=doc.Fetch&nodeId=55482142&vernum=1;Url;;DIN EN 62443-4-2 * VDE 0802-4-2 (2017-10-00);xx;trule;DIN EN 62443-4-2 * VDE 0802-4-2;2017-10-00;DE30073973;e51e0ce3-2125-4d97-86ae-af89ee64f99d;
http://jhci/livelink/llisapi.dll/55329863/DIN_EN_ISO_10360-1_Geometrische_Produktspezifikation%C2%A0-_Annahmepr%C3%BCfung_und_Best%C3%A4tigungspr%C3%BCfung_f%C3%BCr_Koordinatenmessger%C3%A4te%C2%A0-_Teil%C2%A01_Begriffe%C2%A0_07_2003.pdf?func=doc.Fetch&nodeId=55329863&vernum=1;Url;;DIN EN ISO 10360-1 (2003-07-00);de;trule;DIN EN ISO 10360-1;2003-07-00;DE30006814;9f3c370c-a5da-4b14-9bb6-8f8c2c2737e0;
http://jhci/livelink/llisapi.dll/56195963/DIN_4003-180_Konzept_f%C3%BCr_den_Aufbau_von_3D-Modellen_auf_Grundlage_von_Merkmalen_nach_DIN_4000_-_Teil_180_Komplettwerkzeuge_11_2017.pdf?func=doc.Fetch&nodeId=56195963&vernum=1;Url;;DIN 4003-180 (2017-11-00);de;trule;DIN 4003-180;2017-11-00;DE30074809;1f5e0cc5-f02e-4c13-810e-4d577c96430e;
http://jhci/livelink/llisapi.dll/57666651/DIN_EN_12168_Kupfer_und_Kupferlegierungen_-_Hohlstangen_f%C3%BCr_die_spanende_Bearbeitung__Deutsche_Fassung_11_2016.pdf?func=doc.Fetch&nodeId=57666651&vernum=1;Url;;DIN EN 12168 (2016-11-00);de;trule;DIN EN 12168;2016-11-00;DE30068389;597b905c-f323-4365-af07-998d3124e70f;
http://jhci/livelink/llisapi.dll/60383727/DIN_EN_60332-1-3__VDE_0482-332-1-3_Pr%C3%BCfungen_an_Kabeln%2C_isolierten_Leitungen_und_Glasfaserkabeln_im_Brandfall_Teil_1-3_Pr%C3%BCfung_der_vertikalen_Flammenausbreitung_an_einer_Ader%2C_einer..._09_2017.pdf?func=doc.Fetch&nodeId=60383727&vernum=1;Url;;DIN EN 60332-1-3 * VDE 0482-332-1-3 (2017-09-00);de;trule;DIN EN 60332-1-3 * VDE 0482-332-1-3;2017-09-00;DE30073258;a0e5639d-894d-4fa9-9d95-5f01f615fae2;
http://jhci/livelink/llisapi.dll/55341449/DIN_EN_60512-14-6_Steckverbinder_f%C3%BCr_elektronische_Einrichtungen-Mess-_und_Pr%C3%BCfverfahren-Teil%C2%A014-6_Pr%C3%BCfungen_der_Dichtheit-Pr%C3%BCfung%C2%A014f_Stirnfl%C3%A4chendichtheit_11_2006.pdf?func=doc.Fetch&nodeId=55341449&vernum=1;Url;;DIN EN 60512-14-6 (2006-11-00);de;trule;DIN EN 60512-14-6;2006-11-00;DE30022039;5beddf4b-3e40-4532-bc5e-ba67c5d11b83;
http://jhci/livelink/llisapi.dll/60840393/DIN_EN_60068-2-11_Umweltpr%C3%BCfungen_-_Teil_2_Pr%C3%BCfungen__Pr%C3%BCfung_Ka%2C_Salznebel_02_2000.pdf?func=doc.Fetch&nodeId=60840393&vernum=1;Url;;DIN EN 60068-2-11 (2000-02-00);de;trule;DIN EN 60068-2-11;2000-02-00;DE45753670;14403c8a-9efe-491d-b614-68bba679e2a8;
http://jhci/livelink/llisapi.dll/425986/DIN_50100_Schwingfestigkeitsversuch_-_Durchf%C3%BChrung_und_Auswertung_von_zyklischen_Versuchen_mit_konstanter_Lastamplitude_f%C3%BCr_metallische_Werkstoffproben_und_Bauteile.pdf?func=doc.Fetch&nodeId=425986&vernum=2;Url;;DIN 50100 (2016-12-00);de;trule;DIN 50100;2016-12-00;DE30069644;dc29a3df-2e7e-4956-97bb-b12b47d54736;
http://jhci/livelink/llisapi.dll/58519681/DIN_18299_VOB_Vergabe-_und_Vertragsordnung_f%C3%BCr_Bauleistungen-Teil_C_Allgemeine_Technische_Vertragsbedingungen_f%C3%BCr_Bauleistungen-Allgemeine_Regelungen_f%C3%BCr_Bauarbeiten_jeder_Art_09_2016.pdf?func=doc.Fetch&nodeId=58519681&vernum=1;Url;;DIN 18299 (2016-09-00);de;trule;DIN 18299;2016-09-00;DE30068202;13a04e2a-168e-403b-a0f6-f444b983b932;
http://jhci.global.jhcn.net/livelink/llisapi.dll/1379067/DIN_ISO_10816-3_Mechanische_Schwingungen__-_Bewertung_der_Schwingungen_von_Maschinen_durch_Messungen_an_nicht-rotierenden_Teilen_-_Industrielle_Maschinen.pdf?func=doc.Fetch&nodeId=1379067&vernum=2;Url;;DIN ISO 10816-3 (2018-01-00);de;trule;DIN ISO 10816-3;2018-01-00;DE30074710;eceeb39d-10bc-40f2-a525-23bb0dd8e2cf;
http://jhci/livelink/llisapi.dll/61803282/VDE_0833-2__DIN_VDE_0833-2_Gefahrenmeldeanlagen_f%C3%BCr_Brand%2C_Einbruch_und_%C3%9Cberfall_Teil_2_Festlegungen_f%C3%BCr_Brandmeldeanlagen.pdf?func=doc.Fetch&nodeId=61803282&vernum=1;Url;;DIN VDE 0833-2 * VDE 0833-2 (2017-10-00);de;trule;DIN VDE 0833-2 * VDE 0833-2;2017-10-00;DE30072034;4551c0dc-dc48-4713-b018-c77469fa3494;
http://jhci/livelink/llisapi.dll/56592966/VDE_0170-1__DIN_EN_60079-0_Explosionsgef%C3%A4hrdete_Bereiche%C2%A0%E2%80%93%C2%A0Teil_0_Betriebsmittel_-_Allgemeine_Anforderungen_06_2014.pdf?func=doc.Fetch&nodeId=56592966&vernum=1;Url;;DIN EN 60079-0 * VDE 0170-1 (2014-06-00);de;trule;DIN EN 60079-0 * VDE 0170-1;2014-06-00;DE30057132;17456a03-1eb6-47ff-8daa-c06eff3855e1;
http://jhci/livelink/llisapi.dll/62202132/VDE_0207-363-10-2__DIN_EN_50363-10-2_Iolier-%2C_Mantel-_und_Umh%C3%BCllungswerkstoffe_f%C3%BCr_Niederspannungskabel_und_-leitungen_Teil_10-2_Diverse_Mantelmischungen.pdf?func=doc.Fetch&nodeId=62202132&vernum=1;Url;;DIN EN 50363-10-2 * VDE 0207-363-10-2 (2006-10-00);de;trule;DIN EN 50363-10-2 * VDE 0207-363-10-2;2006-10-00;DE30021775;af599b3a-4791-4c50-8e4c-464f13c773a9;
http://jhci/livelink/llisapi.dll/62843235/DIN_EN_16798-3_Energetische_Bewertung_von_Geb%C3%A4uden%C2%A0-_L%C3%BCftung_von_Geb%C3%A4uden%C2%A0-_Teil%C2%A03_L%C3%BCftung_von_Nichtwohngeb%C3%A4uden%C2%A0-_Leistungsanforderungen_an_L%C3%BCftungs-_und_Klimaanlagen_und_Raumk%C3%BChlsysteme.pdf?func=doc.Fetch&nodeId=62843235&vernum=1;Url;;DIN EN 16798-3 (2017-11-00);de;trule;DIN EN 16798-3;2017-11-00;DE30070296;2c06638b-0b6b-4737-9b76-3832b264373a;
http://jhci/livelink/llisapi.dll/55472181/DIN_EN_60512-9-2__VDE_0687-512-9-2_Steckverbinder_f%C3%BCr_elektronische_Einrichtungen-Mess-_und_Pr%C3%BCfverfahren_Teil_9-2_Dauerpr%C3%BCfungen_09_2012.pdf?func=doc.Fetch&nodeId=55472181&vernum=1;Url;;DIN EN 60512-9-2 * VDE 0687-512-9-2 (2012-09-00);de;trule;DIN EN 60512-9-2 * VDE 0687-512-9-2;2012-09-00;DE30049926;a0c0e77a-0e4d-4d12-a708-1579c38cc659;
http://jhci.global.jhcn.net/livelink/llisapi.dll/627782/DIN_EN_10131_Kaltgewalzte_Flacherzeugnisse_ohne_%C3%9Cberzug_aus_weichen_St%C3%A4hlen.pdf?func=doc.Fetch&nodeId=627782&vernum=2;Url;;DIN EN 10131 (2006-09-00);de;trule;DIN EN 10131;2006-09-00;DE30019343;e401a70b-a67e-426e-add0-99cd68851b10;
http://jhci/livelink/llisapi.dll/60852506/DIN_EN_ISO_7092_Warnvermerk_1_07_2018.pdf?func=doc.Fetch&nodeId=60852506&vernum=1;Url;;DIN EN ISO 7092 (2000-11-00);de;trule;DIN EN ISO 7092;2000-11-00;DE45755437;fa318790-a4cf-4ef4-ad70-ac560503b733;
http://jhci/livelink/llisapi.dll/58076708/VDE_0432-1__DIN_EN_60060-1_Hochspannungs-Pr%C3%BCftechnik_-_Teil_1_Allgemeine_Begriffe_und_Pr%C3%BCfbedingungen_10_2011.pdf?func=doc.Fetch&nodeId=58076708&vernum=1;Url;;DIN EN 60060-1 * VDE 0432-1 (2011-10-00);de;trule;DIN EN 60060-1 * VDE 0432-1;2011-10-00;DE30045830;c675024d-e4d0-4e2d-ad30-c27e546c5091;
http://jhci/livelink/llisapi.dll/63117040/DIN_EN_60079-14__VDE_0165-1_Elektrische_Betriebsmittel_f%C3%BCr_gasexplosionsgef%C3%A4hrdete_Bereiche_Teil_14_Elektrische_Anlagen_in_explosionsgef%C3%A4hrdeten_Bereichen_ALTE_VERSIONEN.pdf?func=doc.Fetch&nodeId=63117040&vernum=3;Url;;DIN EN 60079-14 * VDE 0165-1 (2009-05-00);de;trule;DIN EN 60079-14 * VDE 0165-1;2009-05-00;DE30033811;bddf3916-5415-4d5a-ae33-2f6b346ca89c;
http://jhci/livelink/llisapi.dll/63674179/VDE_0530-25__DIN_VDE_0530-25_Drehende_elektrische_Maschinen_Teil_25_Wechselstrommaschinen_zur_Verwendung_in_Antriebssystemen_%E2%80%93_Anwendungsleitfaden.pdf?func=doc.Fetch&nodeId=63674179&vernum=1;Url;;DIN VDE 0530-25 * VDE 0530-25 (2018-12-00);de;trule;DIN VDE 0530-25 * VDE 0530-25;2018-12-00;DE30078854;470bd056-4f00-44cf-bfef-ef1f8edef3a5;
http://jhci/livelink/llisapi.dll/55924110/DIN_EN_10058_DRAFT_Warmgewalzte_Flachst%C3%A4be_aus_Stahl_und_Breitflachstahl_f%C3%BCr_allgemeine_Verwendung%C2%A0-_Ma%C3%9Fe%2C_Formtoleranzen_und_Grenzabma%C3%9Fe_09_2017_DRAFT.pdf?func=doc.Fetch&nodeId=55924110&vernum=1;Url;;DIN EN 10058 (2017-09-00);xx;trule;DIN EN 10058;2017-09-00;DE30073611;3c9e238d-230a-4a74-9a75-82c7abd79468;
http://jhci/livelink/llisapi.dll/56664267/VDE_0411-2-201__DIN_EN_61010-2-201_Sicherheitsbestimmungen_f%C3%BCr_elektrische_Mess-%2C_Steuer-%2C_Regel-_und_Laborger%C3%A4te_Teil_2-201_Besondere_Anforderungen_f%C3%BCr_Steuer-_und_Regelger%C3%A4te_01_2014.pdf?func=doc.Fetch&nodeId=56664267&vernum=1;Url;;DIN EN 61010-2-201 * VDE 0411-2-201 (2014-01-00);de;trule;DIN EN 61010-2-201 * VDE 0411-2-201;2014-01-00;DE30055740;093f3717-cf64-46d9-a0be-1dbcede5ed06;
http://jhci/livelink/llisapi.dll/57386663/DIN_ISO_9022-7_Optik_und_Photonik%C2%A0-_Umweltpr%C3%BCfverfahren%C2%A0-_Teil%C2%A07_Best%C3%A4ndigkeit_gegen_Tropfwasser_oder_Regen%C2%A0_08_2015.pdf?func=doc.Fetch&nodeId=57386663&vernum=1;Url;;DIN ISO 9022-7 (2015-08-00);de;trule;DIN ISO 9022-7;2015-08-00;DE30062684;3be1640c-7863-4fe3-aa34-48482774e5fa;
http://jhci/livelink/llisapi.dll/31487968/DIN_EN_378-2_K%C3%A4lteanlagen_und_W%C3%A4rmepumpen_-_Sicherheitstechnische_und_umweltrelevante_Anforderungen_-_Konstruktion%2C_Herstellung%2C_Pr%C3%BCfung.pdf?func=doc.Fetch&nodeId=31487968&vernum=7;Url;;DIN EN 378-2 (2018-04-00);de;trule;DIN EN 378-2;2018-04-00;DE30076225;38aa933d-a13d-4233-93a2-36ebb5f27d30;
http://jhci/livelink/llisapi.dll/64374760/Warnvermerk_DIN_EN_ISO_286-1_und_DIN_EN_ISO_286-2.pdf?func=doc.Fetch&nodeId=64374760&vernum=1;Url;;DIN EN ISO 286-1 (2019-02-00);de;trule;DIN EN ISO 286-1;2019-02-00;DE30077907;72e8f4a2-610a-4f19-9b4b-b436be01bbb1;
http://jhci/livelink/llisapi.dll/627567/DIN_EN_754-2_-_Aluminium_und_Aluminiumlegierungen_-_Gezogene_Stangen_und_Rohre_-_Teil_2_Mechanische_Eigenschaften.pdf?func=doc.Fetch&nodeId=627567&vernum=4;Url;;DIN EN 754-2 (2017-02-00);de;trule;DIN EN 754-2;2017-02-00;DE30069944;f7e86acc-dffe-436e-8bab-a21fb8c7bc64;
http://jhci/livelink/llisapi.dll/60840590/DIN_EN_ISO_7091_Warnvermerk_1_07_2018.pdf?func=doc.Fetch&nodeId=60840590&vernum=1;Url;;DIN EN ISO 7091 (2000-11-00);de;trule;DIN EN ISO 7091;2000-11-00;DE45755438;4c7a28d7-2550-4388-a06f-7ea58760e362;
